Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
2295,2236,4,2017-01-01,2017-03-01
3122,2186,4,2017-01-01,2017-03-01
2222,3571,4,2017-01-01,2017-03-01
3123,3117,4,2017-01-01,2017-03-01
431,430,4,2017-01-01,2017-03-01
2717,1464,4,2017-01-01,2017-03-01
768,799,4,2017-01-01,2017-03-01
755,374,4,2017-01-01,2017-03-01
2152,286,4,2017-01-01,2017-03-01
2169,2122,4,2017-01-01,2017-03-01
724,781,4,2017-01-01,2017-03-01
4084,4022,4,2017-01-01,2017-03-01
1056,1031,4,2017-01-01,2017-03-01
2521,255,4,2017-01-01,2017-03-01
4075,4011,4,2017-01-01,2017-03-01
812,832,4,2017-01-01,2017-03-01
2911,979,4,2017-01-01,2017-03-01
2252,2229,4,2017-01-01,2017-03-01
2951,3648,4,2017-01-01,2017-03-01
3678,3624,4,2017-01-01,2017-03-01
1072,1007,4,2017-01-01,2017-03-01
602,641,4,2017-01-01,2017-03-01
606,610,4,2017-01-01,2017-03-01
708,718,4,2017-01-01,2017-03-01
3321,3385,4,2017-01-01,2017-03-01
2206,2207,4,2017-01-01,2017-03-01
822,868,4,2017-01-01,2017-03-01
2774,2701,4,2017-01-01,2017-03-01
2183,3114,4,2017-01-01,2017-03-01
5157,5170,4,2017-01-01,2017-03-01
768,362,4,2017-01-01,2017-03-01
2229,2298,4,2017-01-01,2017-03-01
1290,1207,4,2017-01-01,2017-03-01
3157,212,4,2017-01-01,2017-03-01
2586,2576,4,2017-01-01,2017-03-01
2792,2767,4,2017-01-01,2017-03-01
3620,2325,4,2017-01-01,2017-03-01
733,1095,4,2017-01-01,2017-03-01
724,374,4,2017-01-01,2017-03-01
2570,1243,4,2017-01-01,2017-03-01
4329,4057,4,2017-01-01,2017-03-01
382,719,4,2017-01-01,2017-03-01
3205,3208,4,2017-01-01,2017-03-01
2452,2436,4,2017-01-01,2017-03-01
2510,2573,4,2017-01-01,2017-03-01
1371,4399,4,2017-01-01,2017-03-01
2626,2689,4,2017-01-01,2017-03-01
4608,4657,4,2017-01-01,2017-03-01
1351,993,4,2017-01-01,2017-03-01
3183,618,4,2017-01-01,2017-03-01
3122,3198,4,2017-01-01,2017-03-01
799,703,4,2017-01-01,2017-03-01
328,355,4,2017-01-01,2017-03-01
785,705,4,2017-01-01,2017-03-01
4675,4671,4,2017-01-01,2017-03-01
4071,4057,4,2017-01-01,2017-03-01
3413,3414,4,2017-01-01,2017-03-01
2161,2156,4,2017-01-01,2017-03-01
724,761,4,2017-01-01,2017-03-01
4633,4640,4,2017-01-01,2017-03-01
2223,2293,4,2017-01-01,2017-03-01
785,739,4,2017-01-01,2017-03-01
3182,3151,4,2017-01-01,2017-03-01
2236,3603,4,2017-01-01,2017-03-01
1273,1288,4,2017-01-01,2017-03-01
726,785,4,2017-01-01,2017-03-01
751,719,4,2017-01-01,2017-03-01
4016,4012,4,2017-01-01,2017-03-01
2189,2168,4,2017-01-01,2017-03-01
4035,4007,4,2017-01-01,2017-03-01
3491,368,4,2017-01-01,2017-03-01
1073,362,4,2017-01-01,2017-03-01
734,701,4,2017-01-01,2017-03-01
734,761,4,2017-01-01,2017-03-01
4009,4399,4,2017-01-01,2017-03-01
1247,3906,4,2017-01-01,2017-03-01
4090,4007,4,2017-01-01,2017-03-01
3681,141,4,2017-01-01,2017-03-01
888,804,4,2017-01-01,2017-03-01
331,1298,4,2017-01-01,2017-03-01
2277,2229,4,2017-01-01,2017-03-01
2467,2458,4,2017-01-01,2017-03-01
364,392,4,2017-01-01,2017-03-01
1351,910,4,2017-01-01,2017-03-01
2137,2188,4,2017-01-01,2017-03-01
915,901,4,2017-01-01,2017-03-01
2273,2255,4,2017-01-01,2017-03-01
4066,4013,4,2017-01-01,2017-03-01
2199,286,4,2017-01-01,2017-03-01
324,1029,4,2017-01-01,2017-03-01
751,786,4,2017-01-01,2017-03-01
295,289,4,2017-01-01,2017-03-01
843,804,4,2017-01-01,2017-03-01
1961,1971,4,2017-01-01,2017-03-01
4373,4309,4,2017-01-01,2017-03-01
392,1029,4,2017-01-01,2017-03-01
3808,3839,4,2017-01-01,2017-03-01
398,391,4,2017-01-01,2017-03-01
355,1029,4,2017-01-01,2017-03-01
712,786,4,2017-01-01,2017-03-01
364,771,4,2017-01-01,2017-03-01
2941,1323,4,2017-01-01,2017-03-01
2221,920,4,2017-01-01,2017-03-01
4632,4667,4,2017-01-01,2017-03-01
764,739,4,2017-01-01,2017-03-01
740,751,4,2017-01-01,2017-03-01
1916,1938,4,2017-01-01,2017-03-01
2154,2136,4,2017-01-01,2017-03-01
2184,2170,4,2017-01-01,2017-03-01
930,1818,4,2017-01-01,2017-03-01
2663,1271,4,2017-01-01,2017-03-01
4675,4674,4,2017-01-01,2017-03-01
2285,2298,4,2017-01-01,2017-03-01
3933,369,4,2017-01-01,2017-03-01
1044,1029,4,2017-01-01,2017-03-01
763,737,4,2017-01-01,2017-03-01
4668,4646,4,2017-01-01,2017-03-01
1484,4395,4,2017-01-01,2017-03-01
4608,4677,4,2017-01-01,2017-03-01
2111,2188,4,2017-01-01,2017-03-01
930,407,4,2017-01-01,2017-03-01
1092,1024,4,2017-01-01,2017-03-01
843,849,4,2017-01-01,2017-03-01
3367,3311,4,2017-01-01,2017-03-01
247,2186,4,2017-01-01,2017-03-01
915,2511,4,2017-01-01,2017-03-01
975,1482,4,2017-01-01,2017-03-01
994,961,4,2017-01-01,2017-03-01
905,2972,4,2017-01-01,2017-03-01
2857,1464,4,2017-01-01,2017-03-01
1013,1002,4,2017-01-01,2017-03-01
2242,2299,4,2017-01-01,2017-03-01
850,849,4,2017-01-01,2017-03-01
3169,3180,4,2017-01-01,2017-03-01
2969,1464,4,2017-01-01,2017-03-01
244,272,4,2017-01-01,2017-03-01
1581,2667,4,2017-01-01,2017-03-01
2467,3624,4,2017-01-01,2017-03-01
766,706,4,2017-01-01,2017-03-01
729,752,4,2017-01-01,2017-03-01
205,293,4,2017-01-01,2017-03-01
4082,4091,4,2017-01-01,2017-03-01
705,795,4,2017-01-01,2017-03-01
797,795,4,2017-01-01,2017-03-01
1652,1674,4,2017-01-01,2017-03-01
3974,3913,4,2017-01-01,2017-03-01
905,962,4,2017-01-01,2017-03-01
1914,1969,4,2017-01-01,2017-03-01
4674,4607,4,2017-01-01,2017-03-01
928,4059,4,2017-01-01,2017-03-01
1369,437,4,2017-01-01,2017-03-01
881,851,4,2017-01-01,2017-03-01
3367,3360,4,2017-01-01,2017-03-01
382,313,4,2017-01-01,2017-03-01
3332,3360,4,2017-01-01,2017-03-01
1369,1367,4,2017-01-01,2017-03-01
831,889,4,2017-01-01,2017-03-01
923,3698,4,2017-01-01,2017-03-01
272,263,4,2017-01-01,2017-03-01
4643,4640,4,2017-01-01,2017-03-01
3193,3172,4,2017-01-01,2017-03-01
605,677,4,2017-01-01,2017-03-01
381,376,4,2017-01-01,2017-03-01
1576,1503,4,2017-01-01,2017-03-01
368,1021,4,2017-01-01,2017-03-01
3396,3329,4,2017-01-01,2017-03-01
1228,1223,4,2017-01-01,2017-03-01
4053,4353,4,2017-01-01,2017-03-01
341,1029,4,2017-01-01,2017-03-01
2951,2405,4,2017-01-01,2017-03-01
1095,1001,4,2017-01-01,2017-03-01
2655,2608,4,2017-01-01,2017-03-01
773,786,4,2017-01-01,2017-03-01
1228,314,4,2017-01-01,2017-03-01
3916,3931,4,2017-01-01,2017-03-01
1013,771,4,2017-01-01,2017-03-01
901,2939,4,2017-01-01,2017-03-01
229,264,4,2017-01-01,2017-03-01
4643,4677,4,2017-01-01,2017-03-01
2068,2325,4,2017-01-01,2017-03-01
211,266,4,2017-01-01,2017-03-01
374,797,4,2017-01-01,2017-03-01
1673,440,4,2017-01-01,2017-03-01
2335,3648,4,2017-01-01,2017-03-01
1351,2992,4,2017-01-01,2017-03-01
4675,4630,4,2017-01-01,2017-03-01
3554,3547,4,2017-01-01,2017-03-01
1960,1967,4,2017-01-01,2017-03-01
2278,2233,4,2017-01-01,2017-03-01
3162,2554,4,2017-01-01,2017-03-01
2467,2315,4,2017-01-01,2017-03-01
1569,3906,4,2017-01-01,2017-03-01
271,264,4,2017-01-01,2017-03-01
768,701,4,2017-01-01,2017-03-01
622,248,4,2017-01-01,2017-03-01
4087,4022,4,2017-01-01,2017-03-01
4362,4387,4,2017-01-01,2017-03-01
1229,1223,4,2017-01-01,2017-03-01
2667,1014,4,2017-01-01,2017-03-01
758,707,4,2017-01-01,2017-03-01
3444,1001,4,2017-01-01,2017-03-01
2300,2281,4,2017-01-01,2017-03-01
701,374,4,2017-01-01,2017-03-01
2857,1465,4,2017-01-01,2017-03-01
1056,755,4,2017-01-01,2017-03-01
2159,2191,4,2017-01-01,2017-03-01
354,328,4,2017-01-01,2017-03-01
3620,3603,4,2017-01-01,2017-03-01
4449,4460,4,2017-01-01,2017-03-01
2793,2728,4,2017-01-01,2017-03-01
2600,440,4,2017-01-01,2017-03-01
293,275,4,2017-01-01,2017-03-01
930,4395,4,2017-01-01,2017-03-01
387,312,4,2017-01-01,2017-03-01
768,760,4,2017-01-01,2017-03-01
2181,618,4,2017-01-01,2017-03-01
2262,2247,4,2017-01-01,2017-03-01
4411,4405,4,2017-01-01,2017-03-01
2655,1598,4,2017-01-01,2017-03-01
703,759,4,2017-01-01,2017-03-01
4322,4394,4,2017-01-01,2017-03-01
771,1001,4,2017-01-01,2017-03-01
4019,4040,4,2017-01-01,2017-03-01
3933,3941,4,2017-01-01,2017-03-01
2674,1269,4,2017-01-01,2017-03-01
2221,2407,4,2017-01-01,2017-03-01
772,707,4,2017-01-01,2017-03-01
4080,4339,4,2017-01-01,2017-03-01
763,733,4,2017-01-01,2017-03-01
761,752,4,2017-01-01,2017-03-01
248,275,4,2017-01-01,2017-03-01
750,778,4,2017-01-01,2017-03-01
1330,1384,4,2017-01-01,2017-03-01
328,797,4,2017-01-01,2017-03-01
2221,3510,4,2017-01-01,2017-03-01
4675,4628,4,2017-01-01,2017-03-01
2427,2498,4,2017-01-01,2017-03-01
755,791,4,2017-01-01,2017-03-01
704,773,4,2017-01-01,2017-03-01
3063,3039,4,2017-01-01,2017-03-01
3439,641,4,2017-01-01,2017-03-01
771,773,4,2017-01-01,2017-03-01
4042,4395,4,2017-01-01,2017-03-01
1092,1089,4,2017-01-01,2017-03-01
3440,3479,4,2017-01-01,2017-03-01
771,774,4,2017-01-01,2017-03-01
4387,4346,4,2017-01-01,2017-03-01
771,719,4,2017-01-01,2017-03-01
2441,2407,4,2017-01-01,2017-03-01
328,1021,4,2017-01-01,2017-03-01
4016,1464,4,2017-01-01,2017-03-01
1214,1294,4,2017-01-01,2017-03-01
211,255,4,2017-01-01,2017-03-01
799,749,4,2017-01-01,2017-03-01
313,721,4,2017-01-01,2017-03-01
2175,2197,4,2017-01-01,2017-03-01
2225,2235,4,2017-01-01,2017-03-01
2531,3924,4,2017-01-01,2017-03-01
3989,3931,4,2017-01-01,2017-03-01
281,218,4,2017-01-01,2017-03-01
746,3471,4,2017-01-01,2017-03-01
391,1662,4,2017-01-01,2017-03-01
271,231,4,2017-01-01,2017-03-01
4682,4665,4,2017-01-01,2017-03-01
774,737,4,2017-01-01,2017-03-01
3675,2427,4,2017-01-01,2017-03-01
4016,4395,4,2017-01-01,2017-03-01
2255,2221,4,2017-01-01,2017-03-01
1247,2681,4,2017-01-01,2017-03-01
1836,1823,4,2017-01-01,2017-03-01
4053,1337,4,2017-01-01,2017-03-01
785,773,4,2017-01-01,2017-03-01
1066,369,4,2017-01-01,2017-03-01
758,778,4,2017-01-01,2017-03-01
850,851,4,2017-01-01,2017-03-01
889,891,4,2017-01-01,2017-03-01
739,763,4,2017-01-01,2017-03-01
1999,1954,4,2017-01-01,2017-03-01
2531,2576,4,2017-01-01,2017-03-01
2776,2759,4,2017-01-01,2017-03-01
360,374,4,2017-01-01,2017-03-01
1087,1220,4,2017-01-01,2017-03-01
368,739,4,2017-01-01,2017-03-01
1997,1917,4,2017-01-01,2017-03-01
2273,2405,4,2017-01-01,2017-03-01
2857,2758,4,2017-01-01,2017-03-01
704,747,4,2017-01-01,2017-03-01
2573,2531,4,2017-01-01,2017-03-01
755,737,4,2017-01-01,2017-03-01
4464,4460,4,2017-01-01,2017-03-01
275,3162,4,2017-01-01,2017-03-01
2867,2969,4,2017-01-01,2017-03-01
2185,2116,4,2017-01-01,2017-03-01
928,4353,4,2017-01-01,2017-03-01
2699,2600,4,2017-01-01,2017-03-01
364,3471,4,2017-01-01,2017-03-01
1025,1007,4,2017-01-01,2017-03-01
1422,1464,4,2017-01-01,2017-03-01
4607,4609,4,2017-01-01,2017-03-01
4017,4013,4,2017-01-01,2017-03-01
3444,3493,4,2017-01-01,2017-03-01
781,761,4,2017-01-01,2017-03-01
4373,4399,4,2017-01-01,2017-03-01
2261,2247,4,2017-01-01,2017-03-01
3978,3913,4,2017-01-01,2017-03-01
4028,4014,4,2017-01-01,2017-03-01
4340,4361,4,2017-01-01,2017-03-01
4012,4399,4,2017-01-01,2017-03-01
731,764,4,2017-01-01,2017-03-01
730,760,4,2017-01-01,2017-03-01
4646,4614,4,2017-01-01,2017-03-01
1269,3924,4,2017-01-01,2017-03-01
443,1693,4,2017-01-01,2017-03-01
324,1057,4,2017-01-01,2017-03-01
1836,1877,4,2017-01-01,2017-03-01
1287,314,4,2017-01-01,2017-03-01
3405,3451,4,2017-01-01,2017-03-01
1025,1038,4,2017-01-01,2017-03-01
915,1369,4,2017-01-01,2017-03-01
3123,2545,4,2017-01-01,2017-03-01
368,724,4,2017-01-01,2017-03-01
4611,446,4,2017-01-01,2017-03-01
1484,2939,4,2017-01-01,2017-03-01
2248,2243,4,2017-01-01,2017-03-01
315,355,4,2017-01-01,2017-03-01
3116,264,4,2017-01-01,2017-03-01
946,2405,4,2017-01-01,2017-03-01
701,733,4,2017-01-01,2017-03-01
381,313,4,2017-01-01,2017-03-01
382,378,4,2017-01-01,2017-03-01
3524,2240,4,2017-01-01,2017-03-01
2985,2963,4,2017-01-01,2017-03-01
928,930,4,2017-01-01,2017-03-01
1696,4011,4,2017-01-01,2017-03-01
281,286,4,2017-01-01,2017-03-01
1023,362,4,2017-01-01,2017-03-01
1371,4059,4,2017-01-01,2017-03-01
1051,1029,4,2017-01-01,2017-03-01
2969,2783,4,2017-01-01,2017-03-01
785,740,4,2017-01-01,2017-03-01
905,945,4,2017-01-01,2017-03-01
1387,1384,4,2017-01-01,2017-03-01
1062,1005,4,2017-01-01,2017-03-01
775,718,4,2017-01-01,2017-03-01
923,141,4,2017-01-01,2017-03-01
3447,3436,4,2017-01-01,2017-03-01
3123,276,4,2017-01-01,2017-03-01
2522,2600,4,2017-01-01,2017-03-01
945,910,4,2017-01-01,2017-03-01
2212,3537,4,2017-01-01,2017-03-01
650,205,4,2017-01-01,2017-03-01
5194,5152,4,2017-01-01,2017-03-01
2510,2567,4,2017-01-01,2017-03-01
365,352,4,2017-01-01,2017-03-01
3603,3679,4,2017-01-01,2017-03-01
681,601,4,2017-01-01,2017-03-01
2274,2216,4,2017-01-01,2017-03-01
2262,2226,4,2017-01-01,2017-03-01
3698,3679,4,2017-01-01,2017-03-01
610,248,4,2017-01-01,2017-03-01
772,1053,4,2017-01-01,2017-03-01
610,2600,4,2017-01-01,2017-03-01
915,2783,4,2017-01-01,2017-03-01
2236,3502,4,2017-01-01,2017-03-01
2405,2315,4,2017-01-01,2017-03-01
679,641,4,2017-01-01,2017-03-01
3169,3117,4,2017-01-01,2017-03-01
751,772,4,2017-01-01,2017-03-01
3620,141,4,2017-01-01,2017-03-01
704,791,4,2017-01-01,2017-03-01
2255,3502,4,2017-01-01,2017-03-01
2697,2667,4,2017-01-01,2017-03-01
3933,333,4,2017-01-01,2017-03-01
2697,2681,4,2017-01-01,2017-03-01
3706,3739,4,2017-01-01,2017-03-01
847,852,4,2017-01-01,2017-03-01
3440,3471,4,2017-01-01,2017-03-01
4668,4630,4,2017-01-01,2017-03-01
704,799,4,2017-01-01,2017-03-01
645,622,4,2017-01-01,2017-03-01
2539,490,4,2017-01-01,2017-03-01
646,3109,4,2017-01-01,2017-03-01
2563,2510,4,2017-01-01,2017-03-01
3989,3913,4,2017-01-01,2017-03-01
2857,2867,4,2017-01-01,2017-03-01
2539,255,4,2017-01-01,2017-03-01
1484,4399,4,2017-01-01,2017-03-01
1916,1941,4,2017-01-01,2017-03-01
1666,2789,4,2017-01-01,2017-03-01
975,2941,4,2017-01-01,2017-03-01
2959,975,4,2017-01-01,2017-03-01
1387,1321,4,2017-01-01,2017-03-01
3123,610,4,2017-01-01,2017-03-01
2221,1321,4,2017-01-01,2017-03-01
4025,4316,4,2017-01-01,2017-03-01
2232,2234,4,2017-01-01,2017-03-01
1979,1966,4,2017-01-01,2017-03-01
793,786,4,2017-01-01,2017-03-01
3186,3109,4,2017-01-01,2017-03-01
3046,1837,4,2017-01-01,2017-03-01
760,733,4,2017-01-01,2017-03-01
3447,641,4,2017-01-01,2017-03-01
437,3152,4,2017-01-01,2017-03-01
4496,4499,4,2017-01-01,2017-03-01
915,913,4,2017-01-01,2017-03-01
3321,3343,4,2017-01-01,2017-03-01
1942,1975,4,2017-01-01,2017-03-01
2279,2212,4,2017-01-01,2017-03-01
2142,2130,4,2017-01-01,2017-03-01
4200,4178,4,2017-01-01,2017-03-01
1371,1482,4,2017-01-01,2017-03-01
655,696,4,2017-01-01,2017-03-01
2232,2211,4,2017-01-01,2017-03-01
4650,4677,4,2017-01-01,2017-03-01
771,766,4,2017-01-01,2017-03-01
4017,4339,4,2017-01-01,2017-03-01
1484,4013,4,2017-01-01,2017-03-01
1073,1021,4,2017-01-01,2017-03-01
733,701,4,2017-01-01,2017-03-01
3169,681,4,2017-01-01,2017-03-01
392,374,4,2017-01-01,2017-03-01
1014,2608,4,2017-01-01,2017-03-01
2452,2462,4,2017-01-01,2017-03-01
3776,3702,4,2017-01-01,2017-03-01
4025,1484,4,2017-01-01,2017-03-01
622,276,4,2017-01-01,2017-03-01
425,471,4,2017-01-01,2017-03-01
4025,975,4,2017-01-01,2017-03-01
4674,4671,4,2017-01-01,2017-03-01
704,726,4,2017-01-01,2017-03-01
4376,4361,4,2017-01-01,2017-03-01
3742,3702,4,2017-01-01,2017-03-01
293,274,4,2017-01-01,2017-03-01
281,2186,4,2017-01-01,2017-03-01
4025,2783,4,2017-01-01,2017-03-01
3123,2522,4,2017-01-01,2017-03-01
1315,1332,4,2017-01-01,2017-03-01
1975,1923,4,2017-01-01,2017-03-01
1019,1086,4,2017-01-01,2017-03-01
1290,1236,4,2017-01-01,2017-03-01
3421,3461,4,2017-01-01,2017-03-01
1288,1082,4,2017-01-01,2017-03-01
3019,3011,4,2017-01-01,2017-03-01
755,362,4,2017-01-01,2017-03-01
3671,3679,4,2017-01-01,2017-03-01
3146,3192,4,2017-01-01,2017-03-01
4675,446,4,2017-01-01,2017-03-01
3463,3405,4,2017-01-01,2017-03-01
4695,4656,4,2017-01-01,2017-03-01
3678,2407,4,2017-01-01,2017-03-01
3405,763,4,2017-01-01,2017-03-01
2124,2162,4,2017-01-01,2017-03-01
2335,2315,4,2017-01-01,2017-03-01
793,781,4,2017-01-01,2017-03-01
1988,1920,4,2017-01-01,2017-03-01
3639,1321,4,2017-01-01,2017-03-01
4053,4395,4,2017-01-01,2017-03-01
2236,3547,4,2017-01-01,2017-03-01
781,701,4,2017-01-01,2017-03-01
341,308,4,2017-01-01,2017-03-01
3184,271,4,2017-01-01,2017-03-01
4534,4569,4,2017-01-01,2017-03-01
437,407,4,2017-01-01,2017-03-01
913,1337,4,2017-01-01,2017-03-01
2573,2554,4,2017-01-01,2017-03-01
542,568,4,2017-01-01,2017-03-01
729,795,4,2017-01-01,2017-03-01
726,707,4,2017-01-01,2017-03-01
2867,4059,4,2017-01-01,2017-03-01
2406,2436,4,2017-01-01,2017-03-01
4053,4399,4,2017-01-01,2017-03-01
4668,4673,4,2017-01-01,2017-03-01
2213,2216,4,2017-01-01,2017-03-01
1484,1314,4,2017-01-01,2017-03-01
731,739,4,2017-01-01,2017-03-01
4025,2759,4,2017-01-01,2017-03-01
705,701,4,2017-01-01,2017-03-01
1904,1938,4,2017-01-01,2017-03-01
1391,1367,4,2017-01-01,2017-03-01
2783,1464,4,2017-01-01,2017-03-01
1576,1014,4,2017-01-01,2017-03-01
1544,1576,4,2017-01-01,2017-03-01
4674,4630,4,2017-01-01,2017-03-01
3490,1095,4,2017-01-01,2017-03-01
1026,1002,4,2017-01-01,2017-03-01
4042,4353,4,2017-01-01,2017-03-01
3041,3087,4,2017-01-01,2017-03-01
2236,1384,4,2017-01-01,2017-03-01
244,247,4,2017-01-01,2017-03-01
915,2968,4,2017-01-01,2017-03-01
3440,3436,4,2017-01-01,2017-03-01
3904,3913,4,2017-01-01,2017-03-01
1044,381,4,2017-01-01,2017-03-01
364,334,4,2017-01-01,2017-03-01
761,739,4,2017-01-01,2017-03-01
368,760,4,2017-01-01,2017-03-01
2124,2136,4,2017-01-01,2017-03-01
721,781,4,2017-01-01,2017-03-01
218,2153,4,2017-01-01,2017-03-01
2965,2334,4,2017-01-01,2017-03-01
772,719,4,2017-01-01,2017-03-01
1984,1918,4,2017-01-01,2017-03-01
3578,3547,4,2017-01-01,2017-03-01
328,764,4,2017-01-01,2017-03-01
3578,3502,4,2017-01-01,2017-03-01
843,888,4,2017-01-01,2017-03-01
4025,2717,4,2017-01-01,2017-03-01
414,435,4,2017-01-01,2017-03-01
1051,1095,4,2017-01-01,2017-03-01
1056,392,4,2017-01-01,2017-03-01
727,773,4,2017-01-01,2017-03-01
1228,1014,4,2017-01-01,2017-03-01
4373,4011,4,2017-01-01,2017-03-01
4071,4032,4,2017-01-01,2017-03-01
3317,3349,4,2017-01-01,2017-03-01
1051,1026,4,2017-01-01,2017-03-01
750,752,4,2017-01-01,2017-03-01
4046,4361,4,2017-01-01,2017-03-01
839,899,4,2017-01-01,2017-03-01
750,737,4,2017-01-01,2017-03-01
328,739,4,2017-01-01,2017-03-01
2334,141,4,2017-01-01,2017-03-01
650,611,4,2017-01-01,2017-03-01
2236,2279,4,2017-01-01,2017-03-01
2406,2464,4,2017-01-01,2017-03-01
778,716,4,2017-01-01,2017-03-01
4016,1696,4,2017-01-01,2017-03-01
750,758,4,2017-01-01,2017-03-01
3146,274,4,2017-01-01,2017-03-01
395,366,4,2017-01-01,2017-03-01
610,3104,4,2017-01-01,2017-03-01
1073,308,4,2017-01-01,2017-03-01
734,786,4,2017-01-01,2017-03-01
4496,4405,4,2017-01-01,2017-03-01
1960,1922,4,2017-01-01,2017-03-01
703,719,4,2017-01-01,2017-03-01
3438,3451,4,2017-01-01,2017-03-01
4633,4661,4,2017-01-01,2017-03-01
2221,3571,4,2017-01-01,2017-03-01
272,247,4,2017-01-01,2017-03-01
1807,1821,4,2017-01-01,2017-03-01
4373,4059,4,2017-01-01,2017-03-01
2717,4399,4,2017-01-01,2017-03-01
1371,1310,4,2017-01-01,2017-03-01
3603,3624,4,2017-01-01,2017-03-01
2279,2273,4,2017-01-01,2017-03-01
328,1029,4,2017-01-01,2017-03-01
1988,1938,4,2017-01-01,2017-03-01
2521,2554,4,2017-01-01,2017-03-01
4037,4011,4,2017-01-01,2017-03-01
1484,1696,4,2017-01-01,2017-03-01
4364,4346,4,2017-01-01,2017-03-01
2935,3679,4,2017-01-01,2017-03-01
2563,2560,4,2017-01-01,2017-03-01
4318,4345,4,2017-01-01,2017-03-01
1013,716,4,2017-01-01,2017-03-01
759,751,4,2017-01-01,2017-03-01
731,766,4,2017-01-01,2017-03-01
4336,4339,4,2017-01-01,2017-03-01
324,374,4,2017-01-01,2017-03-01
4668,4614,4,2017-01-01,2017-03-01
915,4339,4,2017-01-01,2017-03-01
852,831,4,2017-01-01,2017-03-01
701,772,4,2017-01-01,2017-03-01
1914,1957,4,2017-01-01,2017-03-01
4009,4044,4,2017-01-01,2017-03-01
331,3104,4,2017-01-01,2017-03-01
975,2789,4,2017-01-01,2017-03-01
3444,3490,4,2017-01-01,2017-03-01
759,797,4,2017-01-01,2017-03-01
4418,4452,4,2017-01-01,2017-03-01
1914,1971,4,2017-01-01,2017-03-01
3444,3410,4,2017-01-01,2017-03-01
3881,3837,4,2017-01-01,2017-03-01
763,747,4,2017-01-01,2017-03-01
392,1057,4,2017-01-01,2017-03-01
761,362,4,2017-01-01,2017-03-01
2867,1464,4,2017-01-01,2017-03-01
703,706,4,2017-01-01,2017-03-01
3184,230,4,2017-01-01,2017-03-01
1056,1029,4,2017-01-01,2017-03-01
331,1014,4,2017-01-01,2017-03-01
3654,126,4,2017-01-01,2017-03-01
4329,4361,4,2017-01-01,2017-03-01
3440,760,4,2017-01-01,2017-03-01
4060,4002,4,2017-01-01,2017-03-01
382,385,4,2017-01-01,2017-03-01
2155,2188,4,2017-01-01,2017-03-01
4675,4682,4,2017-01-01,2017-03-01
126,3624,4,2017-01-01,2017-03-01
3301,3329,4,2017-01-01,2017-03-01
1073,749,4,2017-01-01,2017-03-01
1036,1012,4,2017-01-01,2017-03-01
2102,2146,4,2017-01-01,2017-03-01
761,706,4,2017-01-01,2017-03-01
1057,1095,4,2017-01-01,2017-03-01
341,362,4,2017-01-01,2017-03-01
1248,2758,4,2017-01-01,2017-03-01
2959,2969,4,2017-01-01,2017-03-01
204,1696,4,2017-01-01,2017-03-01
760,739,4,2017-01-01,2017-03-01
2570,1014,4,2017-01-01,2017-03-01
1960,1973,4,2017-01-01,2017-03-01
615,622,4,2017-01-01,2017-03-01
1818,1337,4,2017-01-01,2017-03-01
3916,3908,4,2017-01-01,2017-03-01
733,706,4,2017-01-01,2017-03-01
601,255,4,2017-01-01,2017-03-01
1014,1503,4,2017-01-01,2017-03-01
3370,3343,4,2017-01-01,2017-03-01
378,381,4,2017-01-01,2017-03-01
2122,2188,4,2017-01-01,2017-03-01
2667,2608,4,2017-01-01,2017-03-01
223,234,4,2017-01-01,2017-03-01
4020,4361,4,2017-01-01,2017-03-01
1013,392,4,2017-01-01,2017-03-01
382,1001,4,2017-01-01,2017-03-01
1013,395,4,2017-01-01,2017-03-01
755,766,4,2017-01-01,2017-03-01
3552,3518,4,2017-01-01,2017-03-01
2629,2666,4,2017-01-01,2017-03-01
4395,4011,4,2017-01-01,2017-03-01
750,1035,4,2017-01-01,2017-03-01
4069,4007,4,2017-01-01,2017-03-01
1044,1038,4,2017-01-01,2017-03-01
2667,2699,4,2017-01-01,2017-03-01
1677,1005,4,2017-01-01,2017-03-01
232,293,4,2017-01-01,2017-03-01
4092,4034,4,2017-01-01,2017-03-01
3565,3552,4,2017-01-01,2017-03-01
772,364,4,2017-01-01,2017-03-01
3444,1095,4,2017-01-01,2017-03-01
766,355,4,2017-01-01,2017-03-01
3593,3518,4,2017-01-01,2017-03-01
4672,4643,4,2017-01-01,2017-03-01
2510,3180,4,2017-01-01,2017-03-01
2204,2203,4,2017-01-01,2017-03-01
266,2570,4,2017-01-01,2017-03-01
2551,2527,4,2017-01-01,2017-03-01
986,2960,4,2017-01-01,2017-03-01
3183,3119,4,2017-01-01,2017-03-01
793,773,4,2017-01-01,2017-03-01
2959,407,4,2017-01-01,2017-03-01
2510,606,4,2017-01-01,2017-03-01
2115,2122,4,2017-01-01,2017-03-01
2221,3509,4,2017-01-01,2017-03-01
758,739,4,2017-01-01,2017-03-01
1043,308,4,2017-01-01,2017-03-01
430,461,4,2017-01-01,2017-03-01
1298,255,4,2017-01-01,2017-03-01
4029,4387,4,2017-01-01,2017-03-01
650,2576,4,2017-01-01,2017-03-01
4672,4661,4,2017-01-01,2017-03-01
4668,4609,4,2017-01-01,2017-03-01
3380,3332,4,2017-01-01,2017-03-01
928,4309,4,2017-01-01,2017-03-01
